,Rada,Deputy URL,Name,Party,Cirty or Region,Сonstituency,Сonstituency Number,List Number,Start Work,End Work,Rada Group,Bio Short,Born,Citizenship,Nationality,Activity,Alma mater,Освіта,Bio Party,Person Married,Child,Awards,Place living,Web Page,Religions,Died
1175,3,https://uk.wikipedia.org/wiki/%D0%A8%D0%B5%D0%B2%D1%87%D1%83%D0%BA_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Шевчук Сергій Володимирович,Народно-демократична партія,,Волинська область,23.0,,1998-05-12,2001-12-20,,"Сергі́й Володи́мирович Шевчу́к (нар. 17 жовтня 1955, м. Володимир-Волинський, Волинська область) — український політик. Колишній народний депутат України. Член ВО «Батьківщина» (з 2005). Міністр охорони здоров'я опозиційного уряду (з березня 2010).
","17 жовтня 1955(1955-10-17) (62 роки)м. Володимир-Волинський, Волинська область",Україна,українець,"політик, лікар",Медичний факультет Тернопільського державного медичного університету імені І. Я. Горбачевського і Національна академія державного управління при Президентові України (НАДУ),,,,,,,,,
1176,3,https://uk.wikipedia.org/wiki/%D0%A7%D1%83%D0%BA%D0%BC%D0%B0%D1%81%D0%BE%D0%B2_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Чукмасов Сергій Олександрович,ВО «Громада»,,Дніпропетровська область,24.0,,1998-05-12,2002-05-14,,"Сергі́й Володи́мирович Шевчу́к (нар. 17 жовтня 1955, м. Володимир-Волинський, Волинська область) — український політик. Колишній народний депутат України. Член ВО «Батьківщина» (з 2005). Міністр охорони здоров'я опозиційного уряду (з березня 2010).
","7 серпня 1955(1955-08-07) (63 роки)Дніпропетровськ, Українська РСР, СРСР",Україна,,політик,Національна металургійна академія України,,Соціалістична партія України,,,,,,,
1177,3,https://uk.wikipedia.org/wiki/%D0%A0%D1%8F%D0%B1%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Рябченко Олександр Володимирович,Самовисування,,Дніпропетровська область,25.0,,1998-05-12,2002-05-14,,"Рябченко Олександр Володимирович (нар. 25 серпня 1953, м. Дніпропетровськ) — український політик. Колишній[джерело?] голова Фонду державного майна України (1 квітня 2010 — 19 червня 2014). Доктор економічних наук.
",25 серпня 1953(1953-08-25) (65 років)м. Дніпропетровськ,,,,,,,,,,,,,
1178,3,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%BD%D1%87%D1%83%D0%BA_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,Пінчук Віктор Михайлович,Самовисування,,Дніпропетровська область,26.0,,1998-05-12,2002-05-14,,"Рябченко Олександр Володимирович (нар. 25 серпня 1953, м. Дніпропетровськ) — український політик. Колишній[джерело?] голова Фонду державного майна України (1 квітня 2010 — 19 червня 2014). Доктор економічних наук.
","14 грудня 1960(1960-12-14) (57 років)Київ, нині Україна",Україна,єврей[1],"ФПГ «Інтерпайп», (бізнесмен в галузі металургії, банків, мас-медіа)",Національна металургійна академія України,,Трудова Україна,Пінчук Олена Леонідівна,,Почесні громадяни Києва,,pinchukfund.org,,
1179,3,https://uk.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%B0%D1%88%D0%BE%D0%B2_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%96%D0%B9_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Балашов Геннадій Вікторович,Самовисування,,Дніпропетровська область,27.0,,1998-05-12,2002-05-14,,"Рябченко Олександр Володимирович (нар. 25 серпня 1953, м. Дніпропетровськ) — український політик. Колишній[джерело?] голова Фонду державного майна України (1 квітня 2010 — 19 червня 2014). Доктор економічних наук.
","20 лютого 1961(1961-02-20) (57 років)Дніпропетровськ, Українська РСР, СРСР",Україна,росіянин[1][2],"політик, економіст, підприємець",Дніпровський національний університет імені Олеся Гончара,,Політична партія «5.10»,,"син Геннадій, дочки Юлія та Дар'я",,"Київ, Україна",balashov.com.ua,,
1180,3,https://uk.wikipedia.org/wiki/%D0%90%D0%B3%D0%B0%D1%84%D0%BE%D0%BD%D0%BE%D0%B2_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,Агафонов Микола Іванович,Самовисування,,Дніпропетровська область,28.0,,1998-05-12,2002-05-14,,"Рябченко Олександр Володимирович (нар. 25 серпня 1953, м. Дніпропетровськ) — український політик. Колишній[джерело?] голова Фонду державного майна України (1 квітня 2010 — 19 червня 2014). Доктор економічних наук.
","23 травня 1948(1948-05-23)Дмитрівка, Знам'янський район, Кіровоград. обл., Українська РСР, СРСР",СРСР Україна,,"політик, зоотехнік",,,Аграрна партія України,,,,,,,"19 вересня 2002(2002-09-19) (54 роки)Дніпропетровськ, Україна[1]"
1181,3,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,Мартиновський Валерій Павлович,Самовисування,,Дніпропетровська область,29.0,,1998-05-12,2002-05-14,,"Вале́рій Па́влович Мартино́вський (нар. 27 грудня 1955, смт Новоолексіївка, Генічеський район, Херсонська область) — український політик. Колишній народний депутат України.
","27 грудня 1955(1955-12-27) (62 роки)смт Новоолексіївка, Генічеський район, Херсонська область",Україна,українець,політик,Національний університет біоресурсів і природокористування України,,безпартійний,,,,,,,
1182,3,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D1%84%D1%80%D0%BE%D0%BD%D0%BE%D0%B2_%D0%A1%D1%82%D0%B0%D0%BD%D1%96%D1%81%D0%BB%D0%B0%D0%B2_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Сафронов Станіслав Олександрович,ВО «Громада»,,Дніпропетровська область,30.0,,1998-05-12,2002-05-14,,"Вале́рій Па́влович Мартино́вський (нар. 27 грудня 1955, смт Новоолексіївка, Генічеський район, Херсонська область) — український політик. Колишній народний депутат України.
","17 червня 1956(1956-06-17) (62 роки)Знам'янка, Кіровоград. обл., Українська РСР, СРСР",СРСР Україна,,політик,Дніпропетровський державний інститут фізичної культури і спорту,,Партія регіонів,,,,,,,
1183,3,https://uk.wikipedia.org/wiki/%D0%A8%D1%82%D0%B5%D0%BF%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,Штепа Валерій Дмитрович,Комуністична партія України,,Дніпропетровська область,31.0,,1998-05-12,2002-05-14,,"Вале́рій Па́влович Мартино́вський (нар. 27 грудня 1955, смт Новоолексіївка, Генічеський район, Херсонська область) — український політик. Колишній народний депутат України.
",,,,,,,,,,,,,,
1184,3,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%80%D0%BE%D0%B2_%D0%92%D0%B0%D0%B4%D0%B8%D0%BC_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Гуров Вадим Миколайович,Самовисування,,Дніпропетровська область,32.0,,1998-05-12,2002-05-14,,"Вале́рій Па́влович Мартино́вський (нар. 27 грудня 1955, смт Новоолексіївка, Генічеський район, Херсонська область) — український політик. Колишній народний депутат України.
",22 лютого 1937(1937-02-22)Кривий Ріг,СРСР Україна,,"металург, політик",Дніпропетровський металургійний інститут,,Безпартійний,,,,,,,16 грудня 2015(2015-12-16) (78 років)Кривий Ріг
1185,3,https://uk.wikipedia.org/wiki/%D0%9F%D1%83%D1%81%D1%82%D0%BE%D0%B2%D0%BE%D0%B9%D1%82%D0%BE%D0%B2_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,Пустовойтов Володимир Сергійович,Комуністична партія України,,Дніпропетровська область,33.0,,1998-05-12,2002-05-14,,"Вале́рій Па́влович Мартино́вський (нар. 27 грудня 1955, смт Новоолексіївка, Генічеський район, Херсонська область) — український політик. Колишній народний депутат України.
","1 серпня 1948(1948-08-01) (70 років)село Старий Калкаїв, тепер Семенівського району Полтавської області",Україна,українець,політик,,,"КПРС, КПУ",,,,,,,
